viewCount,likeCount,favoriteCount,commentCount,video_id
30168,426,0,209,cEwpIbPlnGG
4589,12,0,0,Oxmzx6IQEQ8
5905231,396617,0,2493,l68BLJzzTGS
81,4,0,0,MAo8uri0Tfn
1310339,23422,0,805,oJJ0j3tLnbx
4071616,87012,0,5524,UikGg7RUH6S
3316568,50523,0,1423,Nj3zwaxHt4E
338006,7568,0,212,xIscJgqRfO2
2118,192,0,11,XTRaOWngEbM
17,0,0,0,fWmkLCrcogl
2503982,98684,0,1308,DSyXy4CroDb
5316,21,0,1,X7WZ32cXyG7
20,0,0,0,ZiDGcgEYMTv
384,3,0,0,X9njZmofD2d
891342,37615,0,692,TyFixbaP4d1
4973,36,0,3,4Fj0HsoAeDG
5904,339,0,82,97TXlZyOX3r
42963871,357443,0,10207,ByUY8HreYTp
169,4,0,1,cHM6cArENqN
2075,47,0,4,mLXpFFnznDI
39668,1115,0,2,0aandoilcmZ
89643,1334,0,23,tOgpzwS4e6v
473,18,0,0,KOBUbyEpLLr
649020,12002,0,474,lPP7oNxwlpQ
1206313,17795,0,1309,jkqI1y1ZCOt
604,4,0,1,fuQBTZvy1el
109,0,0,0,3LeZhtMg6yB
4305,126,0,8,0rhE1Ub93jW
8373,389,0,4,OiFQiCQKeXZ
41833,493,0,13,4vURaOvNhw5
485,8,0,0,jBGXL7LOyJ0
46985,291,0,11,E5E7cjqeiKV
3979710,100077,0,2584,tdz2hBYMtfx
80021,2107,0,271,L2MwrpZ5ZEB
12947,500,0,47,i7xSx509juU
12916,93,0,22,hdaxDsBf2Vu
516,3,0,0,M4Ao4qpRbmt
430,11,0,0,6CmrnMtIXmU
1922,8,0,1,xrrDI1pQVug
2055081,85323,0,1127,GN48JQrWW3Z
1878141,32236,0,853,wTbZftZIR73
103793,978,0,102,4XqtaU2vPVH
81283,3496,0,20,LgWId89kWk3
467306,13063,0,200,EyCPkZoii6C
1944,0,0,14,DNEEKJYxu1b
407,10,0,2,GfQy6ZWxusJ
226,11,0,4,LRifzYbz8UY
101103,7683,0,55,tLCWXo6Xnkj
690428,12225,0,313,PsdEwQPwq60
661631,10101,0,1363,6nW326ASZvT
2259,61,0,0,RXElovALHEh
28761,0,0,0,Qx1COHJEC06
134,9,0,1,UZatgcPfRSS
86840,10798,0,70,EFycRrOoepk
1054,19,0,46,8J6GzN57PLj
6729,112,0,13,63lMTquRPnT
2395,38,0,1,Gmxf5EfB04u
889,30,0,1,SxQzOWmlKDW
247768,7361,0,412,W1Po8LehKPb
402,8,0,1,9O9RBfvwbiT
27,1,0,0,6mqxpwdsIwG
1636,65,0,3,RODr5XaKrBs
11712302,892233,0,3749,WXY1sn7WbQK
545217,13896,0,603,oJ2PIH3T9yV
50,0,0,0,JeT4ekqxSbm
1685,2,0,1,YoL1W9vCeM1
1342,42,0,0,jYeX2wxPqda
1478,0,0,2,fUHo38BLD1r
66,0,0,0,W38dgNnZqY4
5872,52,0,4,o9FFEOHq8nH
1179,64,0,2,xRD3MVR7Zj5
776,43,0,10,mU8sSGNAtm1
245,11,0,1,nq5XkXRu7d6
6305,40,0,1,YpTYcs1rIhB
240913,6906,0,188,fwlV4RnjvdX
1489,36,0,7,P1F5DEiKnwH
105653,838,0,104,JdddsySlSPC
535,2,0,0,wzzhEZEMjaC
45197,1242,0,289,T0Ai9zZfRAE
20,0,0,0,8PTpMA3ppLf
56661,967,0,36,JlgaHDF6qQu
10,0,0,0,Y74LlKVqpsV
35,0,0,0,lpbnEEugl6T
49,0,0,0,r5Ry1obR7r1
2456625,39688,0,2199,YSENv9S8d4S
3797,274,0,1,OIXpiYVVY3U
686,4,0,4,ktL2P0k660U
17208,343,0,25,XqvtCCG7QrQ
12581,614,0,8,RW8d96df2g8
3622162,61611,0,2090,qh1uoi1dqSh
352,10,0,2,3b4nNZfAC4E
1642,16,0,2,CbNAbby557B
4569946,208680,0,1570,8BduSEsjWLv
7203335,119013,0,5032,moP8yRgCuWc
251,0,0,0,9zynIkdhCOu
5381,80,0,21,3GiqPoPAY11
83926,8652,0,95,I3azZF2rTeq
7665,28,0,0,JdDKxH9hhfs
2743164,188881,0,2480,MPJEKdsfHQq
51487,1827,0,29,CXhPO1fdCBk
35,0,0,0,aQ1RciVSEAx
30157,302,0,58,0qP15XI57Sg
4712,1,0,0,OsqNNHmXG5S
91,1,0,0,NLeI67W30LU
1871705,23458,0,627,ozx8DnTADnj
1503,23,0,1,xfIHf3V4rRY
26950,961,0,83,9bEkE9FJO8v
3132393,123376,0,10795,4oDxnwvtdwX
2494009,40193,0,2589,3h9LV7ugaAh
10,0,0,0,641IFUMnd0v
406,1,0,0,B4T4YnNDODy
10056,0,0,18,GvVPE61BLb0
4805,3,0,1,hEgQujPWyfA
142,1,0,0,WvLrL9g8i1u
7,0,0,0,Th56kuxOENY
44,1,0,0,jLlKWKS3GOT
2497,23,0,1,jYPDI4eJWbZ
41713751,1192165,0,9792,4k2ugMq0ZRV
295101,5475,0,233,ILoSZ40tnuJ
173,11,0,0,kLoWBsAGTXy
116044,2426,0,160,8sdE3VCVQYR
15572046,138837,0,3720,1K6KlCcT710
428,12,0,3,PXyaJlj6959
339,2,0,0,rz3QP2TwXW9
5572,19,0,1,bsknnNVun6T
108589,1890,0,112,uDZlJj7CBEP
130,1,0,0,cEoUDAtzNBc
5333054,354190,0,843,p4dPifw02DO
1303,17,0,0,yXot2gaIvXQ
5534,55,0,20,IlHgw2BjZGQ
150,9,0,2,Aly0SxYz11d
23489,660,0,76,vyMyvvXItzZ
1012,4,0,1,PH7N4e8x9KY
6318,185,0,3,oOgmUBvQYiK
49,1,0,1,hzj8xt91F8s
2095,14,0,0,uaP11hnCYpr
3068860,70027,0,1474,nzhvKE6LhUZ
9,0,0,0,1pXTARJnzrS
6179,70,0,2,VWP6aJoNFr4
239,16,0,0,YJ4KyTmOI0x
790,21,0,8,DNh86JKrvr3
479,26,0,21,4riRwBnEWqz
7807,194,0,17,t6GUtJFyOeU
6500,139,0,27,5CG4EqJCH0w
37423031,2029708,0,10062,DFrq3jZRyYM
3368,80,0,11,yZvcobP9Tob
2130,52,0,10,uHQs2cDFlOx
1397,43,0,0,oAOwewz4mtP
38,3,0,0,h1BLluZBiyp
3683,44,0,0,KRiqISAM3oP
369,6,0,0,25XcWFIwM1a
33015,366,0,11,WRhZ4qohIcN
39876,1446,0,275,X1Rmwui3xHa
59,0,0,0,XL14rAeuaaG
133387,2789,0,131,ADqkpM9geih
783555,17803,0,370,K2l5guwiQmq
227288,7823,0,519,mOnCdSRI8SH
17,0,0,0,v4rhiu4Ff5M
203,3,0,0,diS3SD731P9
2228684,77064,0,8090,9DRTi72jNOV
47,0,0,1,yqwZxNXPHAz
33161,1118,0,155,R6dUhVPpwNE
22207,376,0,70,FgmzUQADGko
6222654,68764,0,4871,ysMHVhAU38l
1162,25,0,12,JxMI8DeQ1O5
23695,216,0,2,zSYyMEWclmc
181,0,0,1,4N6DsDQN1SA
360538,7239,0,279,sRebWmNW7OG
78,3,0,0,L2pK2QuUTZ9
5,0,0,0,lAASx7NLhSo
279856,10006,0,304,diY4r5vQ35a
6023,128,0,0,SjglbjhgnHB
1185,0,0,0,PIh6fx0pKy3
254,1,0,0,cAF9IAwIAQF
56250,5320,0,33,wYOf96vv8V0
2161,40,0,4,W8yXJwUES8Y
13213004,138754,0,7424,xbMegoOtNZJ
25598988,240389,0,10479,2nfo13ALFaH
4,0,0,0,7j9Adxevxmt
51,2,0,0,Imv76Ke40HD
265711,1912,0,74,FlYeWiu9sEQ
1895,37,0,0,IfkXdAXviFb
112264,1846,0,99,tVX7waX9D72
37,0,0,0,Hiud5ixDXlw
15279,255,0,21,iTIbthg58et
23,2,0,0,xNzKoNPlC8N
2260,12,0,0,Kg0JLjYubeU
3099620,279396,0,681,r2MYvx04mRW
36,0,0,0,jgc8UcPtT9O
117372,2983,0,133,tV94J5vzLMv
24582,353,0,11,rC4CXtZtwry
1008125,19325,0,867,BvTwSSIh6j9
413,6,0,0,uCwr983WI0u
297764,8750,0,1157,SLEocrDFP7m
93,7,0,3,NRyaRs89VKR
1165,0,0,4,x7iwUiEERks
4479,32,0,0,pvhgkx3Mk43
56035,5455,0,22,9qGFpXOZcJ1
298,10,0,0,vmz7I4A7CFc
275550,5001,0,268,x3Ugodno4GY
143,0,0,0,TOdFsTYFh9x
21785060,1348816,0,40904,uYPea0z24qh
40,3,0,0,WXMeA3TcEFZ
62,1,0,0,kGMo6KfxHII
157495,5372,0,307,Jl9xQNKf3mK
147251,1282,0,70,PwLFlUwzk5U
46944,1097,0,142,1zCKEL7AOfB
354,23,0,11,iwz8fwBNgVd
320834,2324,0,267,adqF6a2nwax
2026,58,0,33,QqsyR2v6C1t
17683660,456958,0,10857,0IZWtLS6Pb1
4743478,435823,0,1241,uP8ivtVZHFM
22676,339,0,69,mJwhtS2GoT3
3726269,32501,0,1787,n84yU0cHXEx
496,11,0,0,OGN3tE8ScLp
817,13,0,4,1IM9nEQduGW
1050,2,0,0,EyvATZ3ILnQ
32260,768,0,101,5e7PhOtgj6C
64666,3018,0,49,3zC1AdqL6XH
16621,180,0,18,bBSb1fEXDRu
7644189,549027,0,7071,H016p6pkbBm
184,2,0,0,r32TKrsKvLl
916,27,0,4,5FKjpUQ3mK3
6644,52,0,0,kCKGSvB24lv
20462845,376333,0,14035,i63wT4VJmNM
167,1,0,1,uVUfUGgFa9a
354428,3406,0,0,cCcB3sn1BDQ
408523,25269,0,1389,EbbsXOkil2u
1,0,0,0,uv7yZCVOGR0
2706,77,0,26,SrX4bJyJLRk
15602,538,0,9,xEeJWDhn24x
119333,2665,0,237,16tFm0ZJqma
1073,17,0,7,UTh2GExYXzA
782,26,0,2,9To5XVNzcgR
2566,24,0,20,Ll1YfM7bAdx
322498,7272,0,203,3NOKrWXAHXF
48146,5319,0,60,fLId4q9ql7O
419600,12660,0,541,UIgKeiTZJdS
1553819,95676,0,410,rQPkRE8SEl3
647,1,0,0,LE4mNMjcAxl
97,6,0,9,phUOt2ZB7xW
1622192,24158,0,840,bw6LTtTIMtG
43513,805,0,90,wngteSEujCi
691105,24309,0,874,8m2P49LocBg
37628,1312,0,94,0zNjuxIYZQU
3711161,41429,0,1709,lW2yQmgVE4m
175016,3729,0,279,zPC9Pp2Bnci
8535633,73039,0,3192,zEy7nQN4RF3
2232,18,0,1,svgYyhvzPTD
64,2,0,0,ru8Jn3IvvJo
1359,74,0,12,oyoBfR2mLeN
697223,43286,0,374,oEzSflwBaEW
54,1,0,0,TnS6sFNHVD3
5873,287,0,20,zSPaUYWgwcb
36,1,0,0,Zpbuw8H7pKr
2315,46,0,11,878oMhcbMB6
683,21,0,0,JaMj4JK0UlO
1519705,52752,0,2233,V5SSIiNFdp8
2050,32,0,2,2hq4cDsdO39
1268,16,0,0,nPBVVSjEvDo
1955885,118955,0,1351,HI1rIgYAG4u
114,0,0,0,OojWUgjzaMm
44622,555,0,24,fbPBElfqnNr
1961133,46522,0,3484,TSu6XVFiuZG
95400,4616,0,74,VZVlH8v16n9
349,1,0,0,U1JJ8f6L8mb
695468,10782,0,567,TLUO2Txm5Tb
48199,437,0,131,ZpdPT2onIY7
6474511,105251,0,5584,JDKXdlXyfnl
260,8,0,3,qYpSKCS4a9G
127,1,0,0,WCg3Hms59Uh
5420208,59886,0,2650,aCoRAVQLLQa
2274,143,0,2,40AtAJlEPVT
55494,909,0,13,EV9IaliI1C1
582,2,0,2,tKwJ6rYssNB
1023519,11218,0,1521,8Bkq7dHL2Jo
4744,32,0,10,kbSepGCKMys
436914,10361,0,247,Ca05X0Me7Vb
4,0,0,0,cZyDXpNAlt4
143,2,0,0,vEMYuuMafav
31,5,0,0,6350t8dK2GA
1661,36,0,2,wNzCC95yWtZ
2798,26,0,2,RXyYjUbKJWu
4661,162,0,33,qX0CESAdW1r
5,0,0,0,cenBbdarZyZ
2003384,200642,0,721,TtD52GUullV
4180,76,0,10,NJGg5OKZelG
221,3,0,0,ZsocjwkUGZG
1442,13,0,3,KvIP5001j1h
4912,44,0,1,GXT17hlcjco
48428,413,0,10,orW7EKBfbgS
40566,423,0,70,5g1DQlynwO0
115,0,0,0,tRLOwfDAgwf
105396,1383,0,144,J1XQsVO5Tff
491,4,0,1,hvWZvSOguGM
357,11,0,0,ajAS8FuP5H1
455,14,0,1,j48WpcMrDSQ
8796,98,0,22,yfD5BleL1Wz
1350,3,0,0,6vJ3GYSGQNK
22621,394,0,48,cm7UmScGCFU
2011431,28318,0,605,N63ee9DDkoo
18520,216,0,24,bbItd79LZFS
3836,30,0,2,7LG7HoXAKwU
551461,6691,0,237,b0l4EYPFGLl
449962,6086,0,262,fwWwPN2rldK
107,0,0,0,M1Z21JonvIl
1311,118,0,3,hji7F1ilIKn
926,21,0,1,OpxheCsNXv2
14092343,193250,0,18185,VpSRVpLlge6
1559,57,0,4,2TMDlKTz06c
1420,30,0,0,Ff7DENMwwjW
2763438,33731,0,8226,WDyXrVhcgsx
48,1,0,0,sbSZ0Hnx65l
1322256,17104,0,540,F5BacaWxsCu
124,1,0,0,yJ2psY11mfq
195,1,0,2,dg1nJrijQx0
726,61,0,3,EHAGFqoBxOV
867250,11425,0,702,xLvn9Ra4NIh
1055,20,0,2,XSMVD0O8Lni
7244,136,0,12,bOrY5ODh3vv
115,0,0,1,E44rLo1GbQI
188836,5309,0,223,OZaLczqoKfR
219,13,0,15,l0XWziFJsfe
2096,210,0,14,1QCPemdOIVi
1494517,48668,0,1628,w7qofU8BiKd
364358,9708,0,291,5WrEay3ispv
128,5,0,0,LzaYxUwCVNN
15831,619,0,76,a6sFHUTZcwK
303821,2766,0,0,s5IJfVLSyaz
196,8,0,0,0whYo10Ak8R
1578,16,0,3,VxQ2iRhHuyr
920709,14076,0,618,0ymuf0TUEIl
14384,62,0,4,5shImHgAdre
932,53,0,23,5N8sug414bO
157,2,0,0,2yAzQa1lGXk
822,20,0,11,F7gIrAoP4Qg
171320,7081,0,132,fi14AUmhWCH
2933,87,0,16,NDN0cxWTEht
1543558,29777,0,537,cnVKWBX66Xr
46170,1346,0,208,2X8xFGY16Pk
984,15,0,2,lGl41hIwppv
4899329,52594,0,2408,kX37gZuCNq9
259046,5900,0,189,sC2uZBzpKnr
1240,31,0,1,ENnFDvf9aTv
2280,14,0,2,ZHJW3FBUdls
341809,7613,0,406,0dyvkPso2ZO
510117,17036,0,630,PRTDeqYYhP6
3768,26,0,7,5AyPOSNjRFS
517,28,0,25,xedovXT2vDg
7145,151,0,15,ncyBx6UUyKf
1258,50,0,1,3Aww4gN1DXW
66637,280,0,131,utQy8Nr074v
185416,6289,0,400,FxN4sxqKMsp
389,20,0,9,NNphtlkSxXg
80,0,0,0,hjIktNlkfoV
2997980,43062,0,1534,J9vCepHREG3
1992,319,0,516,ST70ZbchDUx
745263,9622,0,395,qzcdoXh5r7k
444167,2639,0,257,tzNG5FD8V4Q
144038,5882,0,808,EYQkpNFuVaF
884465,3771,0,930,OYTlKsEnh5s
435012,9764,0,15,AdWZA1DWAUT
498897,9462,0,582,Gp0gp2Df0n0
619454,4849,0,894,ZRqs6qBcWHq
508804,610,0,996,T1D8HhL3qlR
252643,779,0,736,dUYhc1qdbSK
207232,3419,0,702,SI117oiYGvA
500566,658,0,373,4glfWcWcLNG
371889,995,0,306,pAwkBigO4TG
280721,4137,0,760,Kp5qxEu8SrW
808382,4370,0,737,NHeZ5Ou3Ih4
658799,4794,0,577,ymhTb5ZI2NP
946841,8490,0,503,WP1HN6hgwhW
168388,3634,0,445,Y4Lm4rpW1hq
876377,5491,0,5,Bx6VIOqmOYO
289052,8868,0,482,XYfziBthrJM
23031,4697,0,460,CmRVkS8JD6w
657161,7671,0,750,uinSLRlO2rp
376954,4997,0,287,lXUcvdwIj9l
96713,1739,0,867,avZWMrJo3Ta
371061,141,0,449,cOqntDpbZIH
29420,3747,0,784,vJ7wZJJ847x
749194,691,0,250,adCBUkTfZs5
682393,917,0,634,0UCSp8mwjtb
926959,1395,0,393,1WO5jBaCWqj
606457,9498,0,414,7QYdSpeegW4
556335,2908,0,471,9Z6rEeKsyVZ
463975,1617,0,26,mSJDWZNm1sh
618536,6318,0,156,zB95ILUlD9y
75502,1235,0,960,trIa8MLVFd0
382008,9086,0,698,ouG9s8wlwQU
365562,9531,0,9,lYHnM6djtIO
140021,7538,0,400,SdTMVNN7oFe
969214,1460,0,547,DALBe175Uxu
352372,7701,0,711,hd2GuN2C89L
820631,2007,0,167,UJqabip8IdN
399916,4557,0,857,URzKjv5r7oR
538402,1118,0,404,WwFOaTbZ06j
749703,6767,0,729,r1HFszTQDRj
684830,4854,0,204,xO7uhmAVERJ
9718,4169,0,969,mBiAlcKqNKC
261454,3972,0,284,4CZgP9ujGTH
959852,6024,0,85,VhcJSzByQk1
628851,1080,0,447,2AA6JRGtwKO
674671,1638,0,399,VoMR8ernsrj
240763,8867,0,729,fZQXHPKW3Br
978879,984,0,467,irXmqUm3wXD
421469,7825,0,254,GgJsRrQy8Tz
867211,7284,0,483,2aPL4Lwl2MH
879216,442,0,949,gtTZNodANSe
989996,5190,0,179,tPZRSv5jehg
586521,5033,0,816,fvbLpQ5dQ3R
730363,6785,0,210,VmlJtUQcaz0
928557,131,0,850,Sg9tSOMO0hS
662019,8196,0,790,xRKWTMBVw2r
649728,37,0,84,biczOmyHpws
265114,807,0,304,jnrxZijcYF6
546728,5649,0,613,N05lkltkghh
413366,8163,0,386,hLnl6GpC5QB
659126,5271,0,686,o7fUAKQB55h
983814,4314,0,106,aMGiX2bzAgd
70076,7019,0,574,1lqTFTLvJSh
485891,1197,0,602,a6dPJaD9e9g
768520,5297,0,968,xaCSqtkL3zD
741403,6345,0,462,1VC9o74vSR8
640974,5235,0,195,KT2v5QGfHtX
865942,5003,0,468,QOE1meI4NGU
641279,2518,0,188,jGV3YAW93Rn
207988,8864,0,873,4DqxgW1Flvm
950919,3671,0,765,yMroJxj0VZ5
887994,2680,0,904,y3LgWXIyfgz
128449,7480,0,927,WrhLY61HYya
915213,5795,0,972,K55kJfg9odF
806543,2423,0,446,hanawxkiPKq
127414,3812,0,437,vXPVHTYPlJV
895769,1072,0,972,pIgmetJNk9K
296199,1991,0,800,uvSpTrDXqyu
95136,7894,0,206,sFeC3VKzFVM
436693,2738,0,550,elHgthxZQc6
469979,8591,0,529,ZsCCHmr09jd
984730,9010,0,893,bctEFltAkxE
905705,8790,0,347,TEqMxoiX9mr
984438,148,0,574,gVnTgsWLHw3
654929,2987,0,978,q7J4YobG3k4
309821,3694,0,717,rJ0PINb5VY1
11608,9501,0,972,91SELdK5tEj
246674,9334,0,0,PmETZFBAgSl
673585,4847,0,190,3rBOgaToTm7
872647,9734,0,527,0IqicAXzKws
387034,6011,0,318,rgyVKtdqdMZ
190221,1984,0,505,zD6be6cRJoM
374462,7703,0,801,KCN4BriVEbh
765195,4329,0,287,dT15IYiFVbY
694790,4084,0,942,h2XIAGDfdjx
743396,9599,0,135,ZrSCGqnjOc6
715300,7819,0,699,YME9TT6Wb0j
952547,5548,0,857,omDns4z91lj
195094,5428,0,149,Eql5hD7hTUL
689907,5214,0,123,pXJLVAQo23E
308318,6169,0,445,xKYST6ZIpcw
148436,683,0,75,yQoWg8f5EhI
156178,5028,0,730,KY8kgWT3zeo
735411,5359,0,814,8p4RRakpKFq
96307,4377,0,75,4s5OgbRzAyf
752132,8944,0,601,DmwHFjXrGNy
632638,3203,0,801,EMTVEguyKzj
989060,674,0,368,ibhIKbWceu8
706762,5545,0,684,GunAT96EKCu
345485,2895,0,108,q7SQV6vBBXj
647154,8787,0,57,p8oGnGJ98TT
332282,1381,0,288,Em9ahDNgK7f
343971,9439,0,558,EsX0Bu0FQsW
506735,7856,0,854,UfUOgJRuRZg
626107,2015,0,840,u7J8DXByGvE
275032,1097,0,497,9qVAvpLnId4
73541,8872,0,616,xJw9PN0Bq4w
396564,4524,0,869,DgvJPJ12DTn
367920,1623,0,683,j5N1oqkXoi4
886893,4849,0,236,rtOvBfV4huA
719249,7945,0,931,fVThJSY1mqR
735020,5371,0,677,BB6ZOpRDjX1
76872,6755,0,190,EDFSzE8O3yg
606285,4111,0,657,IyyxytPxZdz
837560,8189,0,965,FFXEMxuOKuW
870555,9737,0,928,XIR4xpNY6A1
100911,9424,0,882,Ex5Hgu7IxBF
145955,7562,0,51,BkmIoQpmtP9
229478,8973,0,159,nBx9v4n1sw5
127391,1311,0,617,MXDpIgaMGAk
42407,8432,0,795,DdkkmIorT1I
788313,7943,0,29,MuH1ao0AWRx
530070,3296,0,96,gq89vOapxWm
411187,9618,0,93,6antigCyLyn
795573,6491,0,92,ZEfMRYT3uKX
899054,6837,0,227,jfTZfLlKtAC
248243,7881,0,646,EbvhBMXUn2q
717892,8540,0,623,BxofTXrYcIT
455074,2297,0,678,LVfCQ0v4pxY
135674,2972,0,684,t96WXuMjH8q
90099,2939,0,222,GkW93zOi86N
304835,9088,0,27,WecnicdbsAT
128505,7284,0,806,HwqieE9U36T
113413,8510,0,261,GzjoGgemRdZ
598087,3677,0,392,h0FCXt6D33m
418250,1809,0,93,C7Ltlb29n1z
458912,3242,0,652,OKC9H5b93GX
312914,3124,0,812,DMcrXH4ZUyO
560800,536,0,248,SAXH1ZPZ5qV
778347,6345,0,817,lTTvQ5O4qLQ
850152,3441,0,682,0CWNAxNntQH
521931,8773,0,464,9mT9eUh8mN1
502963,312,0,854,p9qqIR4RYfq
272192,2436,0,466,28lo0ek91hG
254540,6680,0,271,h1qE602edNN
972388,2021,0,706,eYDvgsSuICk
606150,9159,0,687,j5kT16eHHmJ
30964,2094,0,989,7CLXpnKwYFS
827430,7849,0,991,pvNIRAR42jy
347613,5466,0,885,KFZtxzKcWdC
813199,3817,0,699,JoFpXWXihuP
850662,7351,0,421,zPqpx4DIrgE
356497,5534,0,300,taBpk8ZVTSQ
246238,6090,0,2,BIgWzBwYviJ
432435,5980,0,547,CDoQqXrfJDu
800549,1918,0,692,YGjB8Xa0wbQ
86997,4343,0,311,q3finoziEbQ
401344,434,0,263,z1Figns069j
284361,3573,0,297,KpHsfZtAR41
654867,3250,0,363,ouERj5MZk2U
50487,8274,0,349,E1RsV3BhctX
271002,3727,0,929,LbFMYT3Giln
760003,2797,0,209,pGdNh4JkKgN
708020,4524,0,892,9dbs5NoYDXi
478912,3889,0,142,vyLt3wtOvW6
244358,4255,0,940,imtRRfmoHAY
850078,6445,0,468,NWtSEUk2oMV
28317,464,0,81,THTINDdDJ6M
943128,1001,0,415,TrGHt7EbX09
764038,3592,0,304,QFQRKQDZtDp
170964,7152,0,918,Sp4KOCgvs9Z
791968,6382,0,978,cdVu8uETLNj
371106,240,0,818,AbWRBOrRZO8
553756,7235,0,973,6vZLPGrSLcN
964913,4446,0,130,FUavKQP5MtM
851843,679,0,771,wJX4x7kTHAF
722822,8673,0,210,N3Nsu4DF33y
79965,7658,0,996,r4owFJZ2JqV
572567,7366,0,673,cUVw4zux0XP
879585,8743,0,874,ExsagLv03gj
963255,6325,0,552,YIxH5yjq3uI
152878,7028,0,809,J7u7QonNiFC
242684,3903,0,242,2XUiNPcqqBm
605391,138,0,487,s3pcTsGRYle
166501,5683,0,509,zOmABbPufMT
124020,8856,0,846,9lbWMRCycEa
635940,3590,0,964,4Mudl86d9A1
235324,6464,0,878,f6sJ9tjAbsC
932899,3218,0,780,TIWuJPPoFBg
98575,8404,0,707,Hm0Pqf1YETU
78759,5515,0,808,JUvGuMBqlmy
853006,829,0,632,TlHBhCML9ls
238672,7170,0,389,OD64zzAppZU
700492,9069,0,272,bAWzFseQGyJ
211243,7308,0,744,B4KfyPpyqzG
710906,7095,0,327,qs9qSdOpbcp
101769,2212,0,952,ynOLNXOrO39
506440,3255,0,348,edYW2aukcqW
171469,3048,0,51,lLjOhUG5JDo
483865,6178,0,28,vnMpRSqS1uh
527361,4861,0,3,1KnSsPnLqfZ
396765,7656,0,369,dTde3bbfFDl
75454,4823,0,946,v0LAa8JNXjb
981113,1749,0,683,EtaQnCg61WY
651463,1788,0,333,ttHhqbtrt8I
873360,731,0,859,TuZw5cD1Mqr
290759,5068,0,296,OzpGEohifnK
618225,6927,0,162,zYqnfHUMS4b
992232,9693,0,619,qX9NpR4bLCM
653246,7205,0,91,y4mgFR4PFQ1
538274,3636,0,447,JDMoTRpYCrh
681237,5743,0,44,bYazzJTCqBq
673143,1281,0,942,1AL7wtIzhEW
878876,7275,0,118,HeMrHXvAJ6k
850950,8740,0,727,U2h9DWeBKXm
527084,8053,0,178,Aot1yaIAS5B
3219,4591,0,718,3KGF5zKdti9
906122,8278,0,967,dTcppTbV2mH
105785,525,0,574,TzfbyKrdvlM
448353,5383,0,600,d8kmXsq9MSh
989787,7380,0,385,ijhGnIGOfH4
497081,6964,0,906,jdAXbHQDFU7
338305,3739,0,582,mlvnSBGS3lw
906178,7547,0,964,U9MP3nGUvHV
201663,8437,0,887,iz1AevOGvHc
863469,5606,0,961,qpPBckAfS6f
730306,6518,0,974,x0uKVhh9SMe
510596,8266,0,685,B12ytqHHGlL
879631,6233,0,694,w0bBH4P4qSp
26332,2958,0,271,sEjopl4SPMK
113963,9183,0,443,GoOT2uuEOQn
166055,6003,0,746,0E53MDDBBHj
546108,2553,0,966,fFvUt6oUtFV
186349,4550,0,44,MXab1ljOvxq
883002,9062,0,91,VAeENPfWTdW
934733,9178,0,870,ImvIl348Cu3
614351,6752,0,834,8ONj5dNUvnt
789542,1781,0,960,87P6LLFMSNY
991636,3600,0,69,HsrnBRr9tgk
281615,214,0,675,kH0Vn1P7tfV
579469,9802,0,986,6sPZ6EM3aoc
559798,285,0,329,iIq2bmlLGOC
280068,3741,0,216,67dWLcxgtuy
933632,9070,0,838,JpbCpPIcFIe
513039,9233,0,252,G3oMVVTObdJ
347279,5179,0,586,ovX3f5QTqKB
988347,7422,0,350,xDvRmluaPcb
774071,8157,0,142,mKVzq7gMwmX
313043,4338,0,350,8ze4An9GpLa
408795,107,0,781,UcsqHYlwx3X
